CountyYear,Pop,All industry total,Private industries,"                Agriculture, forestry, fishing and hunting","                Mining, quarrying, and oil and gas extraction",Utilities,Construction,Manufacturing,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,"                Finance, insurance, real estate, rental, and leasing",Finance and insurance,Real estate and rental and leasing,Professional and business services,"                        Professional, scientific, and technical services",Management of companies and enterprises,Administrative and support and waste management and remediation services,"                Educational services, health care, and social assistance",Educational services,Health care and social assistance,"                Arts, entertainment, recreation, accommodation, and food services","                        Arts, entertainment, and recreation",Accommodation and food services,Other services (except government and government enterprises),Government and government enterprises
Weber2001,200073,"5,307,640","4,237,895",S,0,S,"243,788","1,132,157","852,946","279,212","225,164","433,085","116,668","129,829","880,687","197,755","682,932","316,233","149,268","33,891","133,075",S,S,"378,324","162,378","29,704","132,674","175,727","1,069,745"
Weber2002,203045,"5,533,768","4,399,890","6,847",0,"22,500","249,072","1,083,318","797,305","286,013","225,984","452,996","116,734",S,"894,319","217,533","676,786","409,515","178,031","98,766","132,718",S,S,"410,186","169,568","28,438","141,130","190,059","1,133,878"
Weber2003,205319,"5,783,911","4,628,768","7,493",475,"22,493","264,872","1,171,578","900,470","271,108","214,343","480,469","125,176","161,598","930,530","245,613","684,917","422,062","183,126","98,251","140,685","458,655","13,763","444,892","167,172","25,911","141,261","201,850","1,155,144"
Weber2004,207794,"6,080,551","4,913,058","1,877","5,896","23,806","277,654","1,309,720","1,056,065","253,654","237,538","485,685","129,120","171,752","954,297","263,607","690,690","425,212","187,674","78,882","158,656","487,674","17,606","470,068","176,603","28,458","148,145","226,223","1,167,493"
Weber2005,210150,"6,778,567","5,521,091","7,984","13,401","23,972","313,320","1,308,738","1,084,490","224,248","255,690","518,216","125,479","200,773","1,394,833","550,920","843,913","450,006","189,831","76,163","184,011","504,832","19,893","484,939","181,707","29,419","152,288","222,140","1,257,477"
Weber2006,212656,"7,477,444","6,152,337","24,441","20,654","27,712","418,954","1,397,132","1,173,780","223,351","289,373","588,898","145,604","221,933","1,553,179","746,589","806,590","471,163","195,756","70,734","204,673","577,845","23,455","554,390","186,088","31,517","154,572","229,362","1,325,108"
Weber2007,217567,"7,914,347","6,539,759","12,935","28,830","25,075","534,632","1,513,923","1,263,654","250,268","317,120","583,222","158,612","185,199","1,619,685","719,803","899,882","517,259","215,516","83,955","217,789","611,531","27,443","584,088","194,591","32,993","161,598","237,145","1,374,588"
Weber2008,223676,"7,919,138","6,452,351","6,762","30,809","29,386","479,624","1,459,401","1,180,805","278,596","331,606","577,492","152,887","177,630","1,555,511","514,789","1,040,722","524,425","235,231","84,525","204,668","661,680","32,270","629,410","214,057","41,235","172,821","251,083","1,466,787"
Weber2009,228118,"8,043,021","6,570,444","11,463","7,722","29,278","357,436","1,956,523","1,502,092","454,431","316,269","537,196","145,569","174,816","1,375,221","389,261","985,960","476,125","228,396","72,486","175,243","712,536","39,163","673,373","209,147","42,030","167,116","261,145","1,472,577"
Weber2010,232136,"8,158,123","6,636,846","5,414","8,537","30,122","339,491","1,868,704","1,403,140","465,564","323,639","533,799","137,287","165,595","1,519,643","460,001","1,059,642","512,756","235,099","92,092","185,565","727,649","41,748","685,901","204,752","39,471","165,281","259,457","1,521,277"
Weber2011,233851,"8,331,232","6,791,099","46,155","4,213","30,718","310,180","1,848,278","1,350,231","498,047","338,741","538,740","134,396","151,673","1,656,695","512,666","1,144,028","504,392","248,259","56,958","199,175","754,955","47,334","707,621","209,372","46,122","163,250","262,592","1,540,133"
Weber2012,236268,"8,388,749","6,855,458","29,554","2,384","26,670","333,914","1,733,778","1,289,493","444,285","358,787","567,092","147,564","117,982","1,710,503","567,298","1,143,205","543,658","260,831","58,156","224,671","786,201","51,241","734,960","223,179","52,796","170,384","274,193","1,533,290"
Weber2013,238083,"8,416,097","6,881,420","43,299",457,"26,756","371,605","1,615,659","1,279,660","335,999","399,709","606,536","158,439","122,005","1,564,230","492,266","1,071,963","649,193","323,928","36,035","289,230","806,910","46,774","760,136","238,181","62,416","175,765","278,442","1,534,677"
Weber2014,240185,"8,912,699","7,343,865","42,007","3,929","28,010","448,582","1,640,995","1,265,968","375,027","451,568","617,012","169,671","117,186","1,763,199","528,409","1,234,790","683,022","345,920","39,167","297,935","843,154","51,632","791,522","239,920","56,965","182,956","295,609","1,568,834"
Weber2015,242916,"9,411,331","7,828,526","35,063","4,553","28,299","505,817","1,971,580","1,534,521","437,058","489,633","654,736","182,525","132,330","1,630,217","480,929","1,149,287","729,176","374,059","41,825","313,293","898,783","58,445","840,338","266,617","60,236","206,381","299,197","1,582,805"
Weber2016,247153,"9,897,056","8,286,239","29,575","5,923","29,145","544,423","2,056,975","1,579,859","477,116","543,710","698,630","191,839","134,225","1,726,279","514,993","1,211,286","772,426","386,892","37,603","347,931","965,914","63,417","902,498","279,765","65,997","213,768","307,410","1,610,817"
Weber2017,251474,"10,619,369","8,940,219","27,962","5,892","30,954","630,862","2,276,760","1,737,435","539,325","648,416","707,140","204,958","130,664","1,825,652","548,195","1,277,457","829,111","411,289","43,372","374,449","988,459","70,064","918,395","306,062","74,340","231,722","327,326","1,679,150"
Weber2018,255454,"11,279,838","9,526,125","31,531","7,218","32,895","673,566","2,448,731","1,974,308","474,423","695,879","811,393","221,542","131,535","1,871,138","452,912","1,418,226","880,883","449,869","49,194","381,820","1,060,023","78,819","981,203","321,452","79,563","241,889","338,339","1,753,713"
Weber2019,259680,"12,003,388","10,169,577","46,940","14,809","38,467","721,334","2,538,802","1,947,193","591,609","739,601","855,757","227,246","132,176","2,153,341","483,966","1,669,375","918,698","473,086","51,328","394,284","1,097,842","87,932","1,009,910","334,822","79,081","255,740","349,743","1,833,811"
Weber2020,262973,"12,676,880","10,686,431","45,272","15,096","48,158","814,453","2,664,684","1,978,566","686,118","777,561","893,181","248,551","129,073","2,303,190","533,467","1,769,723","969,538","506,690","50,146","412,702","1,075,242","76,475","998,767","313,164","74,580","238,584","389,268","1,990,449"
Weber2021,266588,"14,206,181","12,064,908","41,452","21,624","44,776","832,761","3,293,360","2,515,314","778,046","900,015","1,023,639","268,284","142,651","2,519,274","586,902","1,932,372","1,030,459","560,124","60,673","409,662","1,140,285","83,916","1,056,369","391,975","98,094","293,881","414,352","2,141,273"
Weber2022,269561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
